document_id,citation_de,citations_list
3983503,3886154,['3886154']
700955,700954,['700954']
617397,440061,['440061']
7738,7735,['7735']
810392,3879240,['3879240']
1603970,1446744,['1446744']
1326923,1282835,['1282835']
4077571,3922983,['3922983']
7060084,1591542,['1591542']
5722267,5372174,['5372174']
643758,3301534; 1996337; 3482420,['1996337']
50576,3924861,['3924861']
1563195,1563194,['1563194']
936756,3847742,['3847742']
817683,894385,['894385']
4066888,3916273,['3916273']
1419851,1160850,['1160850']
5141843,2109208,['2109208']
2169527,2059081,['2059081']
4165403,4004647,['4004647']
6678644,6724453,['6724453']
2208539,3849613,['3849613']
1505647,727307,['727307']
975928,4101945,['4101945']
687515,584585,['584585']
5654883,5017930; 2158938,"['5017930', '2158938']"
915893,701208; 701179,"['701208', '701179']"
167353,26102,['26102']
4041731,3991369,['3991369']
1512100,1443266,['1443266']
2110136,2681853; 2548913; 3004454; 3310023,"['2681853', '2548913', '3004454', '3310023']"
1051260,936562,['936562']
6794568,6284465,['6284465']
4063927,3903448,['3903448']
3887126,3887125,['3887125']
7688594,2703299,['2703299']
722447,722405,['722405']
1779944,1917014,['1917014']
1031106,1042618,['1042618']
4000233,3914599,['3914599']
5904436,5317152; 2009f.00517,['5317152']
5178052,1579960,['1579960']
1752706,907225,['907225']
7227881,7162190,['7162190']
2144867,1485575; 1613409,"['1485575', '1613409']"
1915768,1701551,['1701551']
4071373,3949233,['3949233']
6904467,1446347,['1446347']
4074840,4014480,['4014480']
93478,3955038,['3955038']
1471743,4184387,['4184387']
1522361,434812,['434812']
802474,569104,['569104']
2135063,1630548,['1630548']
563403,222101,['222101']
6875291,6609387,['6609387']
2159739,2057666,['2057666']
3992145,3006519,['3006519']
5151974,2184600,['2184600']
7282709,6657232,['6657232']
1159350,3832694,['3832694']
2131063,1597520,['1597520']
1186252,695014,['695014']
5953892,5953891; 2012a.00376,['5953891']
1369443,1369440,['1369440']
735350,4148423,['4148423']
2098036,2098004,['2098004']
5366405,5044794,['5044794']
20048,4155824,['4155824']
5211084,5288414,['5288414']
5052194,1587216; 2096723,"['1587216', '2096723']"
3851744,3851743,['3851743']
3943902,3869412,['3869412']
1410093,1410094,['1410094']
404510,47154,['47154']
872760,4080832,['4080832']
4142011,4008359,['4008359']
5944206,5944190,['5944190']
4101280,4041918,['4041918']
5863307,1138526,['1138526']
1626331,823439,['823439']
4101687,3888137,['3888137']
5305612,1786741,['1786741']
5319873,2176219; 3663447; 5072505,"['2176219', '5072505']"
13192,4077314,['4077314']
5377308,5377306,['5377306']
1652667,1299963,['1299963']
1610947,1095885,['1095885']
709617,4102003; 4092254,"['4102003', '4092254']"
4190335,4023954,['4023954']
61024,3807500,['3807500']
1156888,4119957,['4119957']
3846997,3846998,['3846998']
798651,4114638,['4114638']
4071758,4071757,['4071757']
500181,108128,['108128']
147656,91469,['91469']
7173124,5187888,['5187888']
1204303,651939,['651939']
5002072,1257653,['1257653']
21690,4084275,['4084275']
1135924,1135923,['1135923']
850309,4025378,['4025378']
2197244,3996580,['3996580']
124036,4105364,['4105364']
5072878,2105419,['2105419']
4095578,4095579; 4033827,"['4095579', '4033827']"
5657246,889731,['889731']
4049243,4049242,['4049242']
1251380,1150962,['1150962']
7730751,6996261; 6700030; 7352260,"['6996261', '6700030', '7352260']"
2118026,3913080,['3913080']
3912460,3865365,['3865365']
1101437,495519,['495519']
5026997,3043854,['3043854']
2124222,1418200,['1418200']
4003623,4003624,['4003624']
58534,4199105; 4138823,['4138823']
3929396,3893497,['3893497']
2147753,897687,['897687']
6224619,3901316,['3901316']
5230955,957918,['957918']
5046750,2204423; 2199848,"['2204423', '2199848']"
1787451,719441,['719441']
7513385,5229221,['5229221']
6256403,6168656,['6168656']
6047359,5312541,['5312541']
97889,10231,['10231']
5880325,5497643; 2106913,"['5497643', '2106913']"
5840303,5840260,['5840260']
6065099,3065414; 5989456; 716495; 1484659; 29174; 3184354; 2106939; 1134803,"['3065414', '5989456', '716495', '1484659', '29174', '2106939', '1134803']"
1723307,1608899,['1608899']
868224,444963,['444963']
436718,4013386,['4013386']
730095,4002274,['4002274']
409777,217100,['217100']
961141,4204743,['4204743']
1054212,702018,['702018']
1506765,1092793,['1092793']
4172717,3852171,['3852171']
1945311,1992700,['1992700']
6166122,5501612,['5501612']
1457198,7631,['7631']
5294746,5267014,['5267014']
1484543,1517661,['1517661']
5306478,3965085,['3965085']
6710383,6081392,['6081392']
5968533,4025435,['4025435']
6424587,6468903,['6468903']
4210544,4079895,['4079895']
45875,3353828; 3365669; 193759,"['3353828', '193759']"
3943903,3943904; 3943905,"['3943904', '3943905']"
567040,57731,['57731']
6410300,6317532,['6317532']
7307769,6741261,['6741261']
5968532,4025435,['4025435']
5238427,5024117,['5024117']
7119500,7127576,['7127576']
3065,4140596,['4140596']
811977,909620,['909620']
4188636,4009233,['4009233']
3351625,3351624,['3351624']
1079131,1002060,['1002060']
1879067,858596,['858596']
1676990,24524,['24524']
5874840,5843247,['5843247']
97768,27906,['27906']
1234946,799940,['799940']
4042295,4027883,['4027883']
862347,11193,['11193']
5606315,2077855,['2077855']
1148403,1148414; 1148406,"['1148414', '1148406']"
5230358,2210149,['2210149']
279449,3962895; 3992569,"['3962895', '3992569']"
6063082,5131986,['5131986']
7574632,7399078,['7399078']
1406343,703690,['703690']
6640959,1659350,['1659350']
1274161,1274086,['1274086']
3979376,3979375; 3912638,"['3979375', '3912638']"
5827971,4070896,['4070896']
5225714,2183426,['2183426']
43610,3720865,['3720865']
1534272,4175728,['4175728']
31098,31097,['31097']
63969,16869,['16869']
220995,220993; 220994,"['220993', '220994']"
5788526,1801640,['1801640']
1071518,1071517,['1071517']
5862973,5831296; 5831297,"['5831296', '5831297']"
894854,767686,['767686']
5791088,1637748,['1637748']
4134311,4134310,['4134310']
7388064,6180638; 6084672,['6084672']
6855019,1891848,['1891848']
6166114,6077462,['6077462']
1347845,4012942; 4040208,"['4012942', '4040208']"
5544226,5669095,['5669095']
1064798,605006,['605006']
48828,3305793,['3305793']
5990550,5990935,['5990935']
1300135,3851390,['3851390']
7067879,5597816,['5597816']
2171823,1346780,['1346780']
1176656,1031860,['1031860']
3889682,3879050,['3879050']
1423627,1436111,['1436111']
556446,3784998,['3784998']
554776,4006912,['4006912']
5813063,1738035,['1738035']
1192533,1192532,['1192532']
1423873,3319829; 3917015; 1268704; 1321183; 3955737,"['3917015', '1268704', '1321183', '3955737']"
6032393,1975686,['1975686']
4091616,4035946,['4035946']
5080973,761520,['761520']
223337,444653,['444653']
4018002,3980130,['3980130']
5032188,1668864,['1668864']
969009,4103469,['4103469']
4045964,3875494,['3875494']
45813,192948,['192948']
1148401,1148414; 1148401,"['1148414', '1148401']"
5067307,4015604,['4015604']
1546889,866136,['866136']
89630,4195074,['4195074']
1967760,1470405; 1064013; 1967758,"['1470405', '1064013', '1967758']"
3955943,3866163,['3866163']
5904304,2108148,['2108148']
1702100,1538555,['1538555']
6487030,6312953,['6312953']
24949,4017091,['4017091']
2151801,2109878,['2109878']
4151740,3846754,['3846754']
1054218,795403,['795403']
3905221,3567423; 3712603,['3712603']
2023340,2022099,['2022099']
5867005,21945,['21945']
4009556,4009555,['4009555']
1552238,1258320,['1258320']
4218533,4050238,['4050238']
5046296,2136765,['2136765']
169216,3850361,['3850361']
3999584,3999585,['3999585']
1943151,710325,['710325']
4122042,3699120; 3920723,['3920723']
5837855,5721723,['5721723']
4029676,3914415,['3914415']
1279074,894805; 1160490,"['894805', '1160490']"
1990874,4046461; 1619029,"['4046461', '1619029']"
7175031,6242436,['6242436']
754106,671729,['671729']
5125368,1770060,['1770060']
895027,895028,['895028']
7233074,6216206,['6216206']
1408409,998496,['998496']
1112647,1112239,['1112239']
4128311,4020356,['4020356']
742851,36008,['36008']
650883,167189,['167189']
4027171,3885660,['3885660']
177699,108202,['108202']
1701677,1533074,['1533074']
6516741,6447293,['6447293']
5599475,1320380,['1320380']
26521,3880977,['3880977']
5833794,5615153,['5615153']
3969641,3824683; 3872242,['3872242']
4022599,3956398,['3956398']
1107394,953410,['953410']
1423469,1423468,['1423468']
5859393,665424,['665424']
871111,746180,['746180']
7172309,5485623; 6208727,"['5485623', '6208727']"
609941,4217079,['4217079']
1001221,3959353,['3959353']
61003,4110786,['4110786']
5677352,167372,['167372']
4127818,3977611; 3960200,['3960200']
5725714,5711072,['5711072']
6735132,5782769,['5782769']
5005448,5005421,['5005421']
6355830,6355829,['6355829']
469231,469230,['469230']
1174395,754166,['754166']
6735131,5288758,['5288758']
4129801,4060416,['4060416']
2166605,1910332,['1910332']
6085054,861788,['861788']
53624,53626; 50367; 53627,"['53626', '50367', '53627']"
1866615,1606203,['1606203']
1854374,809311,['809311']
5001962,1053539,['1053539']
1997784,1098513,['1098513']
1532968,4212404,['4212404']
459018,4120080,['4120080']
5294148,5120616,['5120616']
5356801,1780904,['1780904']
996844,32540,['32540']
1857693,1156776; 1657998; 1652468; 2117720,"['1156776', '1657998', '1652468', '2117720']"
784407,4064378,['4064378']
5162709,4181912; 753682; 1915771; 3789102; 902469; 1274769,"['4181912', '753682', '1915771', '902469', '1274769']"
3991748,3906700,['3906700']
5010624,1998467,['1998467']
1130691,879830,['879830']
431219,4096253,['4096253']
1706183,1689610,['1689610']
1005419,1022891,['1022891']
1091169,4148916,['4148916']
859480,807855,['807855']
5788314,5788315,['5788315']
6319180,1967941,['1967941']
3955039,3902768,['3902768']
6070523,5236055,['5236055']
1303191,799778; 562955,"['799778', '562955']"
1452727,1406333,['1406333']
4034482,3224952; 3814407,['3224952']
3896055,3890476,['3890476']
6094558,2104591,['2104591']
3935155,3935156,['3935156']
1138248,4010987,['4010987']
1678110,1606042; 1540462,"['1606042', '1540462']"
5734924,5571361,['5571361']
1735663,1439820,['1439820']
4114741,4095608,['4095608']
194712,49471; 49494,"['49471', '49494']"
1100642,553608; 91568,"['553608', '91568']"
3875151,3875150,['3875150']
4125806,4125805; 4122336,"['4125805', '4122336']"
1660544,1626431,['1626431']
5642664,3948637,['3948637']
4204616,4160979,['4160979']
2246203,1880062,['1880062']
2078611,4183683,['4183683']
24503,29243,['29243']
7421758,5984467,['5984467']
4094498,4038976,['4038976']
641663,4016822,['4016822']
4144689,4144688,['4144688']
4185787,4136099,['4136099']
627611,4114803,['4114803']
2068452,1271509; 1833131,"['1271509', '1833131']"
4092457,192907,['192907']
788365,33156,['33156']
3897302,3886230,['3886230']
4210465,3893460; 4002418,"['3893460', '4002418']"
1230596,1211558,['1211558']
4163040,3955091,['3955091']
1181638,729876,['729876']
2148401,3962234,['3962234']
6618580,6199151,['6199151']
1194787,3869378,['3869378']
2214421,1175387,['1175387']
721096,86010,['86010']
6393369,6190842,['6190842']
1870453,1101613,['1101613']
6663405,488214,['488214']
3981414,3959748,['3959748']
1567139,1567138,['1567138']
5047118,22614,['22614']
4075090,4075089,['4075089']
755502,638222,['638222']
910522,4022096,['4022096']
898946,859514,['859514']
3891603,3741622; 3851176,"['3741622', '3851176']"
996451,3969240; 4061823,"['3969240', '4061823']"
7402581,709396,['709396']
5019773,492811,['492811']
5684863,3902800; 469230,"['3902800', '469230']"
220009,4201214,['4201214']
4137006,3984110,['3984110']
1415147,3288812,['3288812']
4082856,3889275,['3889275']
5224757,5224544,['5224544']
5649343,5296678,['5296678']
6369678,5161788,['5161788']
4163619,3947039,['3947039']
492812,3987462,['3987462']
731953,559228,['559228']
1293772,4127825,['4127825']
4075061,4075060,['4075060']
69480,4181744,['4181744']
2130551,1143021,['1143021']
5956308,5708209,['5708209']
912903,4214974,['4214974']
1891796,1880537,['1880537']
5150242,2186349; 2116368,"['2186349', '2116368']"
6558143,5883300,['5883300']
1145827,804604,['804604']
1798939,273035,['273035']
3978390,3823151; 3862444,['3862444']
1902430,1288014,['1288014']
5505991,5505990,['5505990']
1777732,20959,['20959']
554064,426323,['426323']
1001514,808161,['808161']
492804,4159232,['4159232']
3969676,3917244,['3917244']
5054198,874505,['874505']
1843158,977553,['977553']
5554046,5118287,['5118287']
843044,734606,['734606']
2141780,1801640,['1801640']
624943,3853298,['3853298']
1172509,52232,['52232']
3946477,3931295,['3931295']
5930490,1331834,['1331834']
5309791,5159335,['5159335']
6217217,5645690,['5645690']
816303,721062,['721062']
2213675,243599,['243599']
487464,4195947,['4195947']
5869694,5815289,['5815289']
2113898,3394200; 1270264,['1270264']
4134793,3929761; 3354073,['3929761']
4214115,3863288,['3863288']
5233137,5239128,['5239128']
2201694,2075024,['2075024']
59115,4206303,['4206303']
4165399,4165400,['4165400']
468990,33065,['33065']
5306851,5029786,['5029786']
1874577,1421584,['1421584']
4050103,3998319,['3998319']
5233296,1601819,['1601819']
6159990,4204539,['4204539']
6325321,5868189,['5868189']
1334502,4125604,['4125604']
784553,646993,['646993']
1507251,1162404,['1162404']
6403775,5225491,['5225491']
2132868,850591,['850591']
5008866,1955459,['1955459']
279551,3960216,['3960216']
6975833,6975815; 6823809,"['6975815', '6823809']"
2150889,1890006; 1840606; 1814411; 1773255; 1764269,"['1890006', '1840606', '1814411', '1773255', '1764269']"
569803,3981380,['3981380']
665803,4168846,['4168846']
5122885,566483,['566483']
1082988,852083,['852083']
6259656,6121089,['6121089']
57576,4205897,['4205897']
2093610,1915170,['1915170']
2106240,1083654,['1083654']
3292994,3248950,['3248950']
1159790,844459,['844459']
4140217,3937601,['3937601']
11600,4101945,['4101945']
5518886,2210463,['2210463']
759297,683140,['683140']
3988038,3131354,['3131354']
934953,4091954,['4091954']
5368004,1183125,['1183125']
4090975,4090974,['4090974']
4179534,3572315,['3572315']
845689,233956,['233956']
3991539,3865325,['3865325']
1270478,1270249,['1270249']
4014721,4014720,['4014720']
6021894,2643856,['2643856']
1861542,1748086,['1748086']
33366,4098595,['4098595']
2065667,878035,['878035']
1303317,1303316,['1303316']
1744041,3353617; 3463801; 1567204,['1567204']
2210800,1903590,['1903590']
1069943,1069944; 3616929,['1069944']
3933454,3877534,['3877534']
5058868,1896585,['1896585']
6255950,6050950,['6050950']
4013868,3909622; 3898608,"['3909622', '3898608']"
1215055,1226462,['1226462']
1741852,1624429,['1624429']
4171744,4171745,['4171745']
5023281,3026064,['3026064']
650931,3925627,['3925627']
4100096,4067781,['4067781']
7765810,7550235,['7550235']
5187613,2141649,['2141649']
4092657,4066221,['4066221']
1852885,791184,['791184']
6854902,5197742,['5197742']
2091071,1363632,['1363632']
2147181,4036672,['4036672']
4132911,4052328,['4052328']
6289650,4089854,['4089854']
1234349,1107514,['1107514']
1489555,981433,['981433']
5691840,1619979,['1619979']
565974,565969,['565969']
5365722,5289908,['5289908']
3990389,3856003,['3856003']
1161344,1045541; 1069337,"['1045541', '1069337']"
4203096,3945969,['3945969']
4094323,4046632,['4046632']
31377,3953442; 3676391; 50805,"['3953442', '50805']"
6841066,6700247,['6700247']
1225557,638259,['638259']
754457,4155363,['4155363']
6125780,6124774,['6124774']
1018780,4155191,['4155191']
840346,4161659,['4161659']
2067089,45104; 890008,"['45104', '890008']"
120095,4101412,['4101412']
3358584,3317914; 3346484,['3346484']
1278833,4019057,['4019057']
4150240,3943885,['3943885']
6544905,5934773,['5934773']
6640041,645195,['645195']
269945,4049815,['4049815']
4173795,4173794,['4173794']
1911346,844032; 4032465; 3280855,"['844032', '4032465', '3280855']"
863023,193869; 3229906,"['193869', '3229906']"
26915,21654,['21654']
1618707,894211,['894211']
4190591,4084479,['4084479']
6888212,6458611,['6458611']
1331819,1229998,['1229998']
5289398,5015645,['5015645']
1085349,853095,['853095']
5021987,3947170,['3947170']
6165534,5925808,['5925808']
5024097,635935,['635935']
1543146,780908,['780908']
617083,238594,['238594']
527367,527366,['527366']
2244447,1688734,['1688734']
1875785,3979149,['3979149']
4212001,4164793,['4164793']
4080391,4046666,['4046666']
6315380,5695214,['5695214']
5012725,2114710,['2114710']
434780,434779,['434779']
4188183,3983588; 3964361,['3964361']
4017310,3957598,['3957598']
908056,3941524,['3941524']
5203418,1571509,['1571509']
2127121,5021492,['5021492']
1566831,3327020,['3327020']
5001972,2226768,['2226768']
2145616,1810225,['1810225']
1533637,934665,['934665']
1025787,1238; 4192105,"['1238', '4192105']"
891199,4075551,['4075551']
3925536,3869973,['3869973']
5321455,703327,['703327']
942599,883725,['883725']
6060925,5831755; 5882457,"['5831755', '5882457']"
1785762,1140324,['1140324']
35197,3978111,['3978111']
1643041,3971145,['3971145']
988733,40417,['40417']
4142550,3882818,['3882818']
4163855,4111721,['4111721']
1094331,4114695,['4114695']
553887,756758; 553885,"['756758', '553885']"
